"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_zeus_static_field_lua_Lore""The air crackles with static when the Thundergod walks the world."
		"DOTA_Tooltip_ability_zeus_static_field_lua_Note0""Toggle abilities nor abilities with zero cooldown doesn't trigger Static Field."
		"DOTA_Tooltip_ability_zeus_static_field_lua_Note1""Using items doesn't trigger Static Field."
		"DOTA_Tooltip_ability_zeus_static_field_lua_damage_health_pct""%HEALTH REDUCTION:"
		"DOTA_Tooltip_modifier_zeus_static_field_shock_lua""Shocked by Static Field"
		"DOTA_Tooltip_ability_zuus_static_field_ability_note""Only <font color='#B694FF'>Arc Lightning, Lightning Bolt, Heavenly Jump, Thundergods Wrath</font> can trigger Static Field."
		"econ_season_2020_5""2020 May Limited"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_lua""Fatal Bonds"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_lua_Description""Binds several enemy units together, causing a percentage of the damage dealt to one of them to be felt by the others."
		"DOTA_Tooltip_ability_warlock_fatal_bonds_lua_Lore""An ancient incantation that links the vital energies of multiple lifeforms into one collective body."
		"DOTA_Tooltip_ability_warlock_fatal_bonds_lua_count""ENEMIES BOUND:"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_lua_damage_share_percentage""%SHARED DAMAGE:"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_lua_duration""DURATION:"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_lua_Note0""The shared damage type is the same as the type of damage inflicted."
		"DOTA_Tooltip_modifier_fatal_bonds_debuff""Fatal Bonds"
		"DOTA_Tooltip_modifier_fatal_bonds_debuff_Description""Distributing %dMODIFIER_PROPERTY_TOOLTIP%%% of all damage to linked units"
		"DOTA_Tooltip_ability_item_extra_creature_satyr_trickster""Satyr Banisher"
		"DOTA_Tooltip_ability_item_extra_creature_satyr_trickster_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Satyr Banisher"
		"DOTA_Tooltip_ability_item_extra_creature_big_thunder_lizard""Thunder Lizard"
		"DOTA_Tooltip_ability_item_extra_creature_big_thunder_lizard_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Thunder Lizard"
		"DOTA_Tooltip_ability_item_extra_creature_spider_range""Toxin Spider"
		"DOTA_Tooltip_ability_item_extra_creature_spider_range_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Toxin Spider"
		"DOTA_Tooltip_ability_item_extra_creature_dark_troll_warlord""Dark Troll Summoner"
		"DOTA_Tooltip_ability_item_extra_creature_dark_troll_warlord_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Dark Troll Summoner"
		"DOTA_Tooltip_ability_item_extra_creature_ghost""Ghost"
		"DOTA_Tooltip_ability_item_extra_creature_ghost_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Ghost"
		"DOTA_Tooltip_ability_item_extra_creature_centaur_khan""Centaur Conqueror"
		"DOTA_Tooltip_ability_item_extra_creature_centaur_khan_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Centaur Conqueror"
		"DOTA_Tooltip_ability_item_extra_creature_prowler_shaman""Ancient Prowler Shaman"
		"DOTA_Tooltip_ability_item_extra_creature_prowler_shaman_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Ancient Prowler Shaman"
		"DOTA_Tooltip_ability_item_extra_creature_granite_golem""Ancient Granite Golem"
		"DOTA_Tooltip_ability_item_extra_creature_granite_golem_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Ancient Granite Golem"
		"DOTA_Tooltip_ability_golem_anti_blademail""Stone Skin"
		"DOTA_Tooltip_ability_golem_anti_blademail_Description""Stone Skin protect Golem from Blade Mail's damage."
		"DOTA_Tooltip_ability_golem_anti_blademail_damage_reduction""%Damage Reduction:"
		"release""Release:"
		"DOTA_Tooltip_ability_item_extra_creature_rock_golem""Rock Golem"
		"DOTA_Tooltip_ability_item_extra_creature_rock_golem_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Ancient Granite Golem"
		"DOTA_Tooltip_ability_item_extra_creature_gnoll_assassin""Vhoul Assassin"
		"DOTA_Tooltip_ability_item_extra_creature_gnoll_assassin_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Vhoul Assassin"
		"DOTA_Tooltip_ability_item_extra_creature_kobold""Kobold"
		"DOTA_Tooltip_ability_item_extra_creature_kobold_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Kobold"
		"DOTA_Tooltip_ability_item_extra_creature_timber_spider""Timber Spider"
		"DOTA_Tooltip_ability_item_extra_creature_timber_spider_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Timber Spider"
		"DOTA_Tooltip_ability_item_extra_creature_elf_wolf""Elf Wolf"
		"DOTA_Tooltip_ability_item_extra_creature_elf_wolf_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Elf Wolf"
		"BlinkEffect""Teleport Effect"
		"AttackEffect""Range Attack Effect"
		"econ_ti10_blink""TI10 Teleport Effect"
		"econ_ti9_blink""TI9 Teleport Effect"
		"econ_ti8_blink""TI8 Teleport Effect"
		"econ_ti7_blink""TI7 Teleport Effect"
		"econ_ti6_blink""TI6 Teleport Effect"
		"econ_ti5_blink""TI5 Teleport Effect"
		"econ_ti4_blink""TI4 Teleport Effect"
		"econ_ti10_attack""TI10 Attack Effect"
		"econ_ti9_attack""TI9 Attack Effect"
		"econ_coconut""Coconut"
		"econ_durian""Durian"
		"econ_desolation_fire""Desolation Fire"
		"econ_gift""Gift"
		"econ_virgas""Rainbow Spear"
		"cheat_lobby_note""This Game is in Cheat Mode, game will not record in MMR."
		"DOTA_Tooltip_ability_item_extra_creature_explode_spider""Baneling"
		"DOTA_Tooltip_ability_item_extra_creature_explode_spider_Description""<h1>Consume:Release</h1>From next round, all enemy team area will spawn one extra Baneling"
		"right_ability_select""Dock Ability Selection"
		"right_ability_select_hint""Dock ability selection window to right."
		"DOTA_Tooltip_ability_centaur_return_lua""Return"
		"DOTA_Tooltip_ability_centaur_return_lua_Description""Centaur counters all attacks, dealing damage back to the attacker based on a percentage of Centaur's strength."
		"DOTA_Tooltip_ability_centaur_return_lua_return_damage""Base Damage:"
		"DOTA_Tooltip_ability_centaur_return_lua_strength_pct""%Strength as Bonus Damage:"
		"DOTA_Tooltip_modifier_centaur_return_lua""Return"
		"conflict_teammate_ability""Conflict with your teammate ability, can't swap."
		"conflict_teammate_model""Conflict with your teammate hero, can't swap."
		
		"CanNotCastOnRoshan""Can't Cast on Roshan"
		"InDeleteCoolDown"" is cating, can't remove now."
		"econ_season_2020_6""2020 June Limited"
		
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack""Geminate Attack [Frosthaven]"
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_Description""Allows Weaver to dispatch two attacks at once.<font color='#70EA72'>The second attack targets several enemies, as well as Weaver's primary target.</font>"
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_Lore""Skitskurr's relationship with time is somewhat variable, causing his actions to be witnessed - and felt - more than once."
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_Note0""The second attack leaves Weaver 0.25 seconds after the first, and has no range limit."
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_tooltip_attack""GEMINATE ATTACK COUNT:"
		"DOTA_Tooltip_ability_frostivus2018_weaver_geminate_attack_arrow_count""<font color='#70EA72'>BONUS TARGETS:</font>:"
		
		"DOTA_Tooltip_ability_holdout_gladiators_unite""Gladiators, Unite!"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_Description""<font color='#70EA72'>Legion Commander calls her allied heroes together to fight in an arena.Each additional friendly hero that joins the fight in the arena grants additional bonus damage, armor, and lifesteal to each arena combatant.</font>"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_bonus_armor_per_hero""BONUS ARMOR PER HERO:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_bonus_damage_per_hero""BONUS DAMAGE PER HERO:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_lifesteal_per_hero""%LIFESTEAL PER HERO:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_duration""DURATION:"
		"DOTA_Tooltip_ability_holdout_gladiators_unite_radius""RADIUS:"
		"DOTA_Tooltip_modifier_holdout_gladiators_unite""Gladiators, Unite!"
		"DOTA_Tooltip_modifier_holdout_gladiators_unite_Description""Gaining %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% bonus armor, %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% bonus damage, and %dMODIFIER_PROPERTY_TOOLTIP%%% lifesteal on physical attacks."
		
		// "can_not_cast_during_rage""Can't Use During Chemical Rage"
		// "can_not_cast_during_lil""Can't Use During Lil Shredder"
		"same_party""Same Party With:"
		"early_leaver""(Early Leaver)"
		"econ_season_2020_7""2020 July Limited"
		"bot_take_over""has leaved game, hero will be taken over by AI."
		"DOTA_Tooltip_ability_item_recipe_torture_pipe_1_datadriven""Torture Pipe I Recipe"
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven""Torture Pipe I"
		// "DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_Description""<h1>Passive:Unstable Affliction</h1>Increase damage over time (DOT) spell, base on hero attributes.<br><br>DOT Amplification do not stack.<br><br>Only have 35%% effect on other hero.<br><br>Not Effect on percent damage spell<br><br><h1>Effect abilities:</h1>Acid Spray, Arcane Curse, Battle Hunger, Bramble Maze, Burning Spear, Celestial Hammer, Chakram, Cinder Brew, Cold Feet, Corrosive Skin, Doom, Dual Breath, Epicenter, Flamebreak, Flamethrower, Flaming Lasso, Fiend's Grip, Fire Fly, Fire Spirits, Fire Ball, Frostbite, Icarus Dive, Ice Wall, Ice Vortex, Ignite, Ion Shell, Leech Seed, Liquid Fire, Macropyre, Magnetize, Nature's Grasp, Nethertoxin, Nightmare, Overgrowth, Poison Attack, Poison Sting,Poison Touch, Psionic Trap, Rot, Sand Storm, Scorched Earth, Searing Chains,Second Chakram, Shackles,Shadow Poison, Shadow Strike, Shadow Word, Shrapnel, Spirit Walk, Solar Guardian, Static Storm, Thunder Strike, Venomous Gale, Viper Strike, Wraithfire Blast, Fallen Sky, Meteor Hammer, Radiance, Urn of Shadows"
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_Description""<h1>Passive:Unstable Affliction</h1>Increase damage-over-time (DOT) spell based on hero attributes.<br><br>DOT Amplification does not stack.<br><br>Only 35% effectiveness on other heroes in duels. <br><br>Has no effect on percentage-based damage spells."
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_bonus_all_stats""+$all"
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_bonus_health""+$health"
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_bonus_mana_regen""+$mana_regen"
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_bonus_health_regen""+$hp_regen"
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_bonus_magic_resist""%+$spell_resist"
		"DOTA_Tooltip_ability_item_torture_pipe_1_datadriven_dot_amplify""%+DOT Damage Each Attribute"
		
		"DOTA_Tooltip_ability_item_recipe_torture_pipe_2_datadriven""Torture Pipe II Recipe"
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven""Torture Pipe II"
		// "DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_Description""<h1>Passive:Unstable Affliction</h1>Increase damage over time (DOT) spell, base on hero attributes.<br><br>DOT Amplification do not stack.<br><br>Only have 35%% effect on other hero.<br><br>Not Effect on percent damage spell<br><br><h1>Effect abilities:</h1>Acid Spray, Arcane Curse, Battle Hunger, Bramble Maze, Burning Spear, Celestial Hammer, Chakram, Cinder Brew, Cold Feet, Corrosive Skin, Doom, Dual Breath, Epicenter, Flamebreak, Flamethrower, Flaming Lasso, Fiend's Grip, Fire Fly, Fire Spirits, Fire Ball, Frostbite, Icarus Dive, Ice Wall, Ice Vortex, Ignite, Ion Shell, Leech Seed, Liquid Fire, Macropyre, Magnetize, Nature's Grasp, Nethertoxin, Nightmare, Overgrowth, Poison Attack, Poison Sting,Poison Touch, Psionic Trap, Rot, Sand Storm, Scorched Earth, Searing Chains,Second Chakram, Shackles,Shadow Poison, Shadow Strike, Shadow Word, Shrapnel, Spirit Walk, Solar Guardian, Static Storm, Thunder Strike, Venomous Gale, Viper Strike, Wraithfire Blast, Fallen Sky, Meteor Hammer, Radiance, Urn of Shadows"
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_Description""<h1>Passive:Unstable Affliction</h1>Increase damage-over-time (DOT) spell based on hero attributes.<br><br>DOT Amplification does not stack.<br><br>Only 35% effectiveness on other heroes in duels. <br><br>Has no effect on percentage-based damage spells."
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_bonus_all_stats""+$all"
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_bonus_health""+$health"
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_bonus_mana_regen""+$mana_regen"
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_bonus_health_regen""+$hp_regen"
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_bonus_magic_resist""%+$spell_resist"
		"DOTA_Tooltip_ability_item_torture_pipe_2_datadriven_dot_amplify""%+DOT Damage Each Attribute"
		
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua""Requiem of Souls"
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_Description""Shadow Fiend gathers his captured souls to release them as lines of demonic energy. Units near Shadow Fiend when the souls are released can be damaged by several lines of energy. Any unit damaged by Requiem of Souls movement speed and damage will be reduced for %requiem_slow_duration% seconds for each line hit. Number of Lines of energy is 18. <br><br> Requiem of Souls is automatically cast whenever Shadow Fiend dies, regardless of its cooldown."
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_aghanim_description""Increases Max Souls and causes Requiem of Souls to return back to Shadow Fiend. The wave back to Shadow Fiend deals less damage, but heals Shadow Fiend for all the damage it dealt."
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_ability_note""Not require <font color='#B694FF'>Necromastery</font>. Release fixed 18 lines (23 lines with Scepter)."
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_abilitycastpoint""CAST DELAY:"
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_requiem_reduction_ms""%MOVEMENT REDUCTION:"
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_requiem_reduction_damage""%DAMAGE REDUCTION"
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_requiem_damage_pct_scepter""%SCEPTER DAMAGE ON RETURN:"
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_requiem_heal_pct_scepter""%SCEPTER HEAL ON RETURN:"
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_Lore""The captured souls of those past slain are released to ravage their former allies."
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_Note0""Release fixed 18 lines (23 lines with Scepter)."
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_Note1""The movement reductions from Requiem of Souls go through spell immunity."
		"DOTA_Tooltip_ability_shadow_fiend_requiem_of_souls_lua_Note2""Fear and movement slow do not apply when if the Requiem was released on death."
		
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua""Caustic Finale"
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua_Description""Sand King's attacks inject a venom that causes enemy units to move more slowly and to violently explode when it dies."
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua_Lore""An injection from Crixalis makes one brittle and as dry as the arid wastes, subject to implosive demise."
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua_caustic_finale_radius""EXPLODE RADIUS:"
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua_caustic_finale_damage_base""BASE DAMAGE:"
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua_caustic_finale_damage_pct""%MAX HEALTH DAMAGE:"
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua_caustic_finale_slow""%MOVE SLOW:"
		"DOTA_Tooltip_ability_sandking_caustic_finale_lua_caustic_finale_duration""DEBUFF DURATION:"
		
		"DOTA_Tooltip_modifier_sand_king_caustic_finale_lua_debuff""Caustic Finale Slow"
		"DOTA_Tooltip_modifier_sand_king_caustic_finale_lua_debuff_Description""Movement speed slowed"
		
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua""Lightning Storm"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_Description""Summons a lightning storm that blasts the target enemy unit, then strikes any nearby enemy units. Struck enemies are slowed."
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_Lore""The Tormented Soul's mastery of the elements is evident in the massive storms that strike down armies before him."
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_damage""DAMAGE:"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_jump_count""LIGHTNING STRIKES:"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_slow_movement_speed""%MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_slow_duration""SLOW DURATION:"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_radius""LIGHTNING JUMP RADIUS:"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_interval_scepter""SCEPTER INTERVAL:"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_radius_scepter""SCEPTER RADIUS:"
		"DOTA_Tooltip_ability_leshrac_lightning_storm_lua_aghanim_description""While Pulse Nova is active, Lightning Storm will hit one random unit in a radius every %interval_scepter% seconds."
		
		"DOTA_Tooltip_modifier_leshrac_lightning_storm_lua""Lightning Storm Slow"
		
		"econ_season_2020_8""2020 August Limited"
		"econ_curlnoise""Curlnoise"
		"econ_ti7_donkey""Strongback the Swift"
		"econ_slumber""Slumbering Terror"
		"econ_ti9_army""Maraxiform's Fate"
		"econ_rose""Bramble Maze"
		"econ_shallow_grave""Nothlic Burden"
		"econ_thunder_strike""Orb of Deliverance"
		"econ_legion_fallen""Legion Fallen"
		"econ_open_wounds""Dread Requisition"
		"econ_bewitching_flame""Bewitching Flame"
		"econ_death_finger""Death Finger"
		"econ_mirana_leap""Moon Griffon"
		"econ_crown""Crown"
		"econ_crown_feather""Feather Crown"
		"econ_nihility""Black Nihility"
		"econ_manticore""Vigilance of the Manticore"
		"econ_spectral_dagger""Spectral Dagger"
		"econ_shrine_active""Shrine"
		"econ_nightstalker_gold""Golden Dark Age"
		"econ_nightstalker_black""Dark Age"
		"econ_fish""First Spear"
		"econ_golden_fish""Golden First Spear"
		"econ_windranger_arcana""Rising Gale"
		"econ_wraith_king""True King"
		"econ_greevil_death""Greevil Fireworks"
		"econ_wo_shi_yi""Shua Qian Ji Qi"
		"econ_ni_xing_ni""Ni Xing Ni Shang"
		"econ_hui_tian_mie""Hui Tian Mie Di"
		"econ_lai_ni_da""Ni Da Wo Ya"
		"econ_tiao_zou_le""Tiao Zou Le"
		"econ_ay_ay_ay_cn""Ai Ai Ai"
		"econ_what_the_f""What The F***"
		"econ_nothing_stop""Nothing Can Stop"
		"econ_necronub""Necronub"
		"econ_radiant_rock""Radiant Rock"
		"econ_dire_rock""Dire Rock"
		"econ_radiant_fire""Radiant Fire"
		"econ_dire_fire""Dire Fire"
		"econ_terror_wings""Span of Sorrow"
		"econ_skywrath_wings""Flight of Epiphany"
		"econ_skywrath_wings_red""Crimson Flight of Epiphany"
		"econ_skywrath_wings_golden""Golden Flight of Epiphany"
		"econ_pudge_arcana""Abscession"
		"econ_qop_red_wings""Wing of Ristul"
		"econ_shadow_fiend_wings""Wing of Demon Eater"
		"econ_jugg_mask""Bladeform Legacy"
		"econ_veno_head""Cult of Aktok"
		"econ_guns""Atomic Ray Thrusters"
		"econ_spectre""Transversant Soul"
		"econ_spectre_red""Crimson Transversant Soul"
		"econ_dragon_wings""Dragon Wings"
		"econ_lifestealer_rage""Profane Union"
		"econ_slardar_back""First of the Flood"
		"econ_naga_tail""The Order of Cyprin"
		"econ_pudge_arm""Scavenging Guttleslug"
		"econ_pudge_arm_gold""Golden Scavenging Guttleslug"
		"econ_furion_back""Monarch of the Sapphire Glen"
		"econ_tinker_laser""Arcanic Resonance Beam"
		
		"chat_wheel_full_wo_shi_yi""我是一个没有感情的刷钱机器"
		"chat_wheel_full_ni_xing_ni""你行你行，你上你上"
		"chat_wheel_full_hui_tian_mie""毁天灭地, NICE啊！"
		"chat_wheel_full_lai_ni_da""来，你打我呀！"
		"chat_wheel_full_tiao_zou_le""跳走了"
		"chat_wheel_full_ay_ay_ay_cn""唉唉唉！唉？唉 …"
		"chat_wheel_full_what_the_f""What the f*** just happened?"
		"chat_wheel_full_nothing_stop""There is nothing that can stop this man."
		
		"econ_treant""Stuntwood Sanctuary"
		"econ_weaver""Cyrridae"
		"econ_weaver_golden""Golden Cyrridae"
		"Handbook""Cosmetics Handbook"
		"fragment_tip_message""When you draw a duplicate item, it will auto decomposite into item fragment(Common +10, Rare +20, Epic +60, Legend +200)"
		"limited_can_not_buy""Limited Can't Buy"
		"already_have""Already Have"
		"fragment_buy""{d:fragment_need} to Exchange"
		"not_enough_fragment""Not Enough ({d:fragment_need})"
		"ConfirmBuyWithFragment""Buy Item with {d:fragment_need} Fragment"
		"treasure_1""Treasure Ⅰ"
		"treasure_2""Treasure Ⅱ"
		"treasure_3""Treasure Ⅲ"
		"treasure_4""Treasure Ⅳ"
		"econ_season_2020_9""2020 September Limited"
		
		"npc_dota_pumpkin_king""Pumpkin King"
		"attack_pumpkin""Deal"
		"deal_damage""K Damage to Pumpkin King"
		"dota_mind_score""DotaMind Score"
		"dota_mind_ratings""DotaMind"
		"recent_ban_abilities""Recently Ban:"
		
		"econ_season_2020_10""2020 October Limited"
		"dota_mind_locating""Calibrating"
		"dota_mind_calibrating""Calibrating"
		"econ_halloween_2020""Halloween Limited"
		"bet_hisotry""Bet History"
		"bet_empty""Your Bet History will be shown here."
		"you_brackets""(YOU)"
		"defeat""DEFEAT"
		"bet_history_hint""Show recent 3 rounds bet history, PASS player can display all."
		"bet_summarize""Bet Income:"
		"econ_season_2020_11""2020 November Limited"
		
		"DOTA_Tooltip_ability_item_omniscient_book""Omniscient_book"
		"DOTA_Tooltip_ability_item_omniscient_book_Description""<h1>Consume: Omniscient Retraining</h1>Choose a ability to unlearn and select a new one from all abilities."
		"select""Select:"
		"econ_winter_2020""2020 Winter Limited"
		"DOTA_Tooltip_ability_item_bloodstone_2""BloodStoneⅡ"
		"DOTA_Tooltip_ability_item_bloodstone_2_Description""<h1>Active: Bloodpact</h1> Converts %mana_cost_percentage%%% of your max mana to health regeneration over %restore_duration% seconds.\n<h1>Passive: Mana Battery</h1>Each charge provides %regen_per_charge% MP regen and %amp_per_charge%%% Spell Amp. Nearby kills provide %kill_charges% charges. Dying causes you to lose %death_charges% charges. Starts with %initial_charges_tooltip% charges."
		"DOTA_Tooltip_ability_item_bloodstone_2_Lore""The Bloodstone's bright ruby color is unmistakable on the battlefield, as the owner seems to have infinite vitality and spirit."
		"DOTA_Tooltip_ability_item_bloodstone_2_bonus_health""+$health"
		"DOTA_Tooltip_ability_item_bloodstone_2_bonus_mana""+$mana"
		"DOTA_Tooltip_ability_item_bloodstone_2_bonus_intellect""+$int"
		//"DOTA_Tooltip_ability_item_bloodstone_bonus_magical_armor""%+$spell_resist"
		"DOTA_Tooltip_ability_item_bloodstone_2_bonus_health_regen""+$hp_regen"
		"DOTA_Tooltip_ability_item_bloodstone_2_spell_amp""%+Spell Amplification"
		"DOTA_Tooltip_ability_item_bloodstone_2_hero_lifesteal""%+Spell Lifesteal (Hero)"
		"DOTA_Tooltip_ability_item_bloodstone_2_creep_lifesteal""%+Spell Lifesteal (Creep)"
		"DOTA_Tooltip_ability_item_bloodstone_2_mana_regen_multiplier""%+Mana Regen Amplification"
		"DOTA_Tooltip_ability_item_bloodstone_2_spell_lifesteal_amp""%+Spell Lifesteal Amplification"
		
		"econ_season_2020_12""2020 December Limited"
		"Round_Elf_Wolf""Elf Wolf"
		"Pet""Pet"
		
		// Collection: pets
		"econ_chicken_pet""Cluckles the Brave"
		"econ_roshan_pet""Elder Roshan"
		"econ_blue_dragon""Ice Dragon Whelp"
		"econ_red_dragon""Fire Dragon Whelp"
		"econ_gold_dragon""Gold Dragon Whelp"
		"econ_platinum_roshan""Baby Roshan (Platinum)"
		"econ_pet_spider""Itsy"
		"econ_devourling""Devourling"
		"econ_seekling""Seekling"
		"econ_pudgling""Pudgling"
		"econ_doomling""Doomling"
		"econ_huntling""Huntling"
		"econ_krobeling""Krobeling"
		"econ_venoling""Venoling"
		"econ_voidling""Faceless Rex"
		"econ_lunaling""Novaling"
		"econ_butch""Butch"
		"econ_bearling""Hockey Fan Bearzky"
		"econ_wyvern""Axia"
		"econ_almond_the_frondillo""Almond the Frondillo"
		"econ_mechanical_spider""Timber Spider"
		"econ_ice_spider""Crystal Bug"
		"econ_coconut_warrior""Coconut Warrior"
		"econ_shroomling""Shroomling"
		"econ_luminaries""Luminaries"
		"econ_baby_roshan_collector2017""Baby Roshan (2017)"
		"econ_baby_roshan""Baby Roshan (Default)"
		"econ_baby_roshan_golden""Baby Roshan (Golden)"
		"econ_baby_roshan_lava""Baby Roshan (Lava)"
		"econ_baby_roshan_ice""Icy Baby Roshan"
		"econ_baby_roshan_desert_sand""Baby Roshan (Desert Sand)"
		"econ_baby_roshan_jade""Jade Baby Roshan"
		"econ_baby_roshan_dark_moon""Baby Roshan (Dark Moon)"
		"econ_baby_roshan_honey_heist""Baby Roshan (Honey Heist)"
		"econ_baby_roshan_gingerbread""Baby Roshan (Gingerbread)"
		"econ_strongback_the_swift""Strongback the Swift"
		"econ_golden_doomling""Golden Doomling"
		"econ_golden_huntling""Golden Huntling"
		"econ_golden_krobeling""Golden Krobeling"
		"econ_golden_venoling""Golden Venoling"
		"econ_golden_seekling""Golden Seekling"
		"econ_golden_devourling""Golden Devourling"
		"econ_golden_greevil""Golden Greevil"
		"econ_golden_beetlejaws""Golden Beetlejaws"
		"econ_golden_flopjaw""Golden Flopjaw"
		"econ_hallowed_horde""Hallowed Horde"
		"econ_fraidy_jack""Fraidy Jack"
		"econ_hollow_jack""Hollow Jack"
		"econ_spooly""Spooly"
		"econ_scatter_brains""Scatterbrains"
		"econ_wraith_spider""Wraith Spider"
		"econ_icewrack_wolf""Icewrack Wolf Pup"
		"econ_duskie""Duskie"
		"econ_scuttling_scotty""Scuttling Scotty"
		"econ_serac_the_seal""Serac the Seal"
		"econ_snowl""Snowl"
		"econ_throe""Throe"
		"econ_wabbit""Wabbit"
		"econ_wabbit_the_mighty""Wabbit the Mighty Companion of Heroes"
		"econ_boreal_sigil""Tuskling"
		"econ_jade_dragon""Jade Dragon"
		"econ_redhoof""Redhoof"
		"econ_teron""Teron"
		"econ_azuremir""Azuremir"
		"econ_gama_brothers""The Gama Brothers"
		"econ_nian_courier""Nian"
		"econ_jadehorn""Jadehorn"
		"econ_jadehoof""Jadehoof"
		"econ_atrophic_skitterwing""Atrophic Skitterwing"
		"econ_halloween_yellow""Halloween Yellow"
		"econ_halloween_red""Halloween Red"
		"econ_halloween_blue""Halloween Blue"
		"econ_ti6_fountain""TI6 Fountain"
		"econ_ti7_fountain""TI7 Fountain"
		"econ_ti8_fountain""TI8 Fountain"
		"econ_ti9_fountain""TI9 Fountain"
		"econ_new_bloom_particle""New Bloom"
		"econ_blue_whirl""Question mark: Blue"
		"econ_avowance""Avowance"
